-0.0	0.0
0.449999988079	145.932189941
0.899999976158	289.827362061
1.35000002384	431.711242676
1.79999995232	557.713500977
2.25	648.388061523
2.70000004768	712.837585449
3.15000009537	760.87310791
3.59999990463	796.328186035
4.05000019073	822.484741211
4.5	842.200683594
4.94999980927	857.471496582
5.40000009537	869.451599121
5.84999990463	879.120117188
6.30000019073	887.04296875
6.75	893.534729004
7.19999980927	899.032104492
7.65000009537	904.64855957
8.10000038147	909.48651123
8.55000019073	913.434875488
9.0	916.653991699
9.44999980927	919.436828613
9.89999961853	921.726501465
10.3500003815	923.640014648
10.8000001907	926.171569824
11.25	929.084777832
11.6999998093	931.720031738
12.1499996185	933.654052734
12.6000003815	936.772949219
13.0500001907	939.705810547
13.5	942.220214844
13.9499998093	945.96307373
14.3999996185	949.402893066
14.8500003815	952.114868164
15.3000001907	956.616027832
15.75	960.230712891
16.2000007629	962.843811035
16.6499996185	967.215148926
17.1000003815	971.024536133
17.5499992371	973.43347168
18.0	977.340332031
18.4500007629	981.503967285
18.8999996185	984.086547852
19.3500003815	987.091552734
19.7999992371	991.793457031
20.25	994.909118652
20.7000007629	996.827087402
21.1499996185	1002.15869141
21.6000003815	1005.96099854
22.0499992371	1007.9453125
22.5	1012.06188965
22.9500007629	1016.54425049
23.3999996185	1019.15911865
23.8500003815	1021.89428711
24.2999992371	1027.45849609
24.75	1030.80639648
25.2000007629	1032.93823242
25.6499996185	1038.125
26.1000003815	1042.49780273
26.5499992371	1045.09069824
27.0	1048.30786133
27.4500007629	1053.69274902
27.8999996185	1057.15722656
28.3500003815	1059.58215332
28.7999992371	1065.52453613
29.25	1069.96984863
29.7000007629	1072.8458252
30.1499996185	1076.47436523
30.6000003815	1081.8293457
31.0499992371	1085.56713867
31.5	1088.24414062
31.9500007629	1094.6763916
32.4000015259	1099.30078125
32.8499984741	1102.47363281
33.2999992371	1107.02124023
33.75	1112.46264648
34.2000007629	1116.52734375
34.6500015259	1119.50219727
35.0999984741	1126.16711426
35.5499992371	1131.10803223
36.0	1134.27880859
36.4500007629	1140.24902344
36.9000015259	1145.94018555
37.3499984741	1150.1348877
37.7999992371	1154.31408691
38.25	1160.84545898
38.7000007629	1166.03686523
39.1500015259	1169.17114258
39.5999984741	1176.89038086
40.0499992371	1182.88708496
40.5	1186.40380859
40.9500007629	1192.90393066
41.4000015259	1199.59362793
41.8499984741	1204.33032227
42.2999992371	1209.61474609
42.75	1217.06481934
43.2000007629	1222.98339844
43.6500015259	1227.21057129
44.0999984741	1235.6048584
44.5499992371	1242.43640137
45.0	1246.24633789
