3.68072486	0.829380461	0.83950337
5.830272366	0.855211333	0.783652834
1.774301718	0.645946356	0.428827397
3.445629009	0.356745299	0.134390352
2.215171887	0.634950782	1.335351411
3.691371368	0.824493539	1.044405024
5.930628798	0.802153324	0.74822265
4.478340328	0.692372114	1.002691655
1.582490033	0.382576172	1.343205392
1.118057919	0.623082543	1.510058869
4.333652533	0.651007811	1.545489053
2.152689099	0.692372114	0.054105207
6.055070774	0.615403094	0.731118424
3.545810908	0.464257581	0.379783645
1.025206403	0.574038791	0.072431164
2.207143372	0.705462084	1.456651794
0.100007366	0.601265927	0.530580093
3.982143221	0.216246294	0.470889832
1.686686189	0.191986218	1.254717199
6.090326425	0.825540736	0.733212819
3.923151093	0.900240828	0.846135621
3.906919531	0.201585529	0.061784656
3.563264201	0.375245789	0.538085008
3.425732256	0.588525024	0.513301333
2.758841949	0.618195621	0.802676923
3.70044708	0.638965039	0.344702527
4.781853085	0.704414886	1.561895148
0.264068316	0.6127851	0.118856922
1.611113433	0.620639082	1.506393677
2.08950818	0.609468975	0.139451807
1.977458043	0.72553337	0.292866248
5.871811202	0.871268363	0.947888317
1.620887276	0.82815873	0.934274749
0.411897703	0.259704993	1.123293907
5.315225704	0.737401609	1.406386311
0.021816616	0.60859631	0.349938515
2.284112392	0.677711349	0.22794
2.31919351	0.652578607	1.258731457
5.552765015	0.105766953	0.85678213
3.525390556	0.792903079	0.486074197
4.918337832	0.111875605	1.390329282
0.725358837	0.746651854	1.477595745
4.511850649	0.47612582	0.209963109
3.566056728	0.450818546	1.544267322
3.759264676	0.35499997	0.169296937
0.085172067	0.44453536	0.598124335
0.875806219	0.610341639	0.230732527
1.293638042	0.525518638	0.083775804
2.86809956	0.469842635	1.213701962
1.598197996	0.734260016	0.140848071
5.274559532	0.43615778	1.062905514
2.819055808	0.713316065	1.079835208
3.325201291	0.505272818	0.527962099
3.441440219	0.04415683	0.438252175
0.470715299	0.532499955	0.850149879
2.78397469	0.635299848	0.024958208
1.705186679	0.578053048	1.413716694
0.086568331	0.625002405	0.393920812
5.502499533	0.681027474	1.214749159
6.117553561	0.662352451	0.400553063
1.311091334	0.59428461	1.521927108
0.210486708	0.616624825	0.062482787
4.075867402	0.379434579	0.126710904
1.497841564	0.567232007	0.1425934
2.213252024	0.620639082	1.435358777
3.390476605	0.736528944	0.327598301
5.155353545	0.370009801	0.954171502
3.533419071	0.692023048	0.292517183
1.55788089	0.775449787	0.034732052
1.485275193	0.760614488	0.342433599
0.309446876	0.566708408	0.422893278
1.928763356	0.63128559	0.306130751
2.405238242	0.544542727	0.933576617
3.093770632	0.673697091	0.713839664
3.252595594	0.421497014	0.59725167
3.622605395	0.573864258	0.434761517
2.118480646	0.654673002	1.36572014
0.098611103	0.556585498	0.557632696
4.584630879	0.348018653	1.403070186
4.554611216	0.330390827	0.429350996
5.97845082	0.623780675	0.774926188
6.016498997	0.562694151	0.926246234
5.24279454	0.615926693	0.073129296
2.418328212	0.599695131	1.07215576
0.11693706	0.565661211	0.565835743
0.082554074	0.745604656	0.123918377
3.693640296	0.558505361	0.282394273
0.11693706	0.565661211	0.565835743
2.091078977	0.323933109	1.39853233
4.247956866	0.355872634	1.271646893
4.580093023	0.165980812	0.922231977
5.521523622	0.496546172	0.519759051
3.639884155	0.478394748	1.430297322
0.107861348	0.716457658	0.36512288
5.226737511	0.097563905	0.73565628
2.555511091	0.549604181	0.753109572
2.89916642	0.604931119	0.65694193
4.817108736	0.659559924	0.053232542
2.685014521	0.663050583	1.162389282
5.92120402	0.870919297	0.801978791
5.826781708	0.719599251	0.804073186
2.369458993	0.766374075	1.446528884
2.26491377	0.596553538	1.534668011
2.977531704	0.644899159	0.444186295
1.895776634	0.5131268	1.170243263
0.308574212	0.652578607	1.143888792
6.043377068	0.821351946	0.716981257
5.014505474	0.368264472	1.155931564
1.707979206	0.741764932	0.089011792
0.217642558	0.778765912	0.052010812
5.926614541	0.689055989	1.174606587
2.706482071	0.479441946	0.874584488
2.725331627	0.355349036	1.45525553
3.03041518	0.43493605	1.214400094
4.271344278	0.454483737	0.722915376
5.035449425	0.507367214	0.178896248
0.765152344	0.739146938	0.297404105
1.371828792	0.168075207	1.131322421
